"","datesong","mean_views","mean_score","min_views","max_views","mean_likes","min_likes","max_likes","vid_name","ytub_url","art_name","d_posted","cartist","colab"
"1","115_https://www.youtube.com/watch?v=NGSMp5Qc32U",3022.71532846715,0,3001,3038,8,8,8,"Pages Za Bible","https://www.youtube.com/watch?v=NGSMp5Qc32U","Alemba DJ Sadic
 Juliani",1335906000,"juliani","yes"
"2","433_https://www.youtube.com/watch?v=FSJxFh8-LLY",35284.6058394161,332.299270072993,25949,42829,491.445255474453,418,544,"Ndio Kusema","https://www.youtube.com/watch?v=FSJxFh8-LLY","King Kaka Avril 
Femi One",1449867600,"kaka","yes"
"3","436_https://www.youtube.com/watch?v=ranBWPZ4AtM",92840.8832116788,66.0948905109489,90239,95223,1120.62773722628,1107,1133,"Ninaweza","https://www.youtube.com/watch?v=ranBWPZ4AtM","Avril  King Kaka",1434661200,"kaka","yes"
"4","620_https://www.youtube.com/watch?v=NNHgOodaiBI",1113.72794117647,7.64705882352941,999,1249,21.4558823529412,21,23,"Free","https://www.youtube.com/watch?v=NNHgOodaiBI","Blessed Jo Kaka Chinizee
Vicky Pon Dis",1448917200,"kaka","yes"
"5","714_https://www.youtube.com/watch?v=nPFgZxe199g",22903.7794117647,57.4264705882353,20090,26161,143.580882352941,137,153,"Iz Vipi","https://www.youtube.com/watch?v=nPFgZxe199g","Calvo Mistari Khaligraph Jones 
UB",1444770000,"khaligraphjones","yes"
"6","765_https://www.youtube.com/watch?v=2Qze3MEBSss",3305.75,13.1102941176471,3107,3519,100.808823529412,96,106,"Coming","https://www.youtube.com/watch?v=2Qze3MEBSss","Amza Cara Feral
Singa Babz
 Khaligraph Jones",1446930000,"khaligraphjones","yes"
"7","886_https://www.youtube.com/watch?v=VKZjEp38sWU",32591.5147058824,1,32355,32990,146.477941176471,145,149,"Haiwessmake","https://www.youtube.com/watch?v=VKZjEp38sWU","King Kaka Chess",1349298000,"kaka","yes"
"8","901_https://www.youtube.com/watch?v=JiCZ5tEUISY",305307.235294118,17.625,304431,306211,1752.63970588235,1744,1760,"Ligi Soo remix","https://www.youtube.com/watch?v=JiCZ5tEUISY","King Kaka Chiwawa 
Femi One
Jay A 
Lyra Aoko
Maddtraxx 
Mejja 
Petra 
Raz 
Wangechi",1373662800,"kaka","yes"
"9","1044_https://www.youtube.com/watch?v=ZVFOidOTHx0",8882.71323529412,1,8744,9012,29.4338235294118,28,31,"Utamu Wa Maisha","https://www.youtube.com/watch?v=ZVFOidOTHx0","Daddy Owen Juliani",1378674000,"juliani","yes"
"10","1190_https://www.youtube.com/watch?v=NGSMp5Qc32U",3022.65441176471,0,3001,3038,8,8,8,"Pages Za Bible","https://www.youtube.com/watch?v=NGSMp5Qc32U","Alemba DJ Sadic
 Juliani",1335906000,"juliani","yes"
"11","1675_https://www.youtube.com/watch?v=FSJxFh8-LLY",35266.1838235294,332.764705882353,25982,42842,491.301470588235,418,544,"Ndio Kusema","https://www.youtube.com/watch?v=FSJxFh8-LLY","King Kaka Avril 
Femi One",1449867600,"kaka","yes"
"12","1679_https://www.youtube.com/watch?v=JiCZ5tEUISY",305307.397058824,17.625,304431,306211,1752.63970588235,1744,1760,"Ligi Soo remix","https://www.youtube.com/watch?v=JiCZ5tEUISY","King Kaka Chiwawa 
Femi One
Jay A 
Lyra Aoko
Maddtraxx 
Mejja 
Petra 
Raz 
Wangechi",1373662800,"kaka","yes"
"13","1778_https://www.youtube.com/watch?v=h1k3iUvBa8c",308049.301470588,110.955882352941,297489,318446,1320.64705882353,1282,1368,"Dandia","https://www.youtube.com/watch?v=h1k3iUvBa8c","Kristoff  Frasha 
King Kaka",1425416400,"kaka","yes"
"14","1781_https://www.youtube.com/watch?v=x9h_ygctnwA",177889.191176471,22.3529411764706,173477,182660,813.536764705882,797,828,"We be Happening Remix","https://www.youtube.com/watch?v=x9h_ygctnwA","Khaligraph Jones Kristoff 
Ulopa 
 Abbas 
Frasha 
Nessa 
Wyre",1402002000,"khaligraphjones","yes"
"15","1791_https://www.youtube.com/watch?v=prLNVl4OS5E",9318.79411764706,2,7033,10710,87.6176470588235,72,94,"Hands In The Air","https://www.youtube.com/watch?v=prLNVl4OS5E","Khaligraph Jones Frobo 
Toti",1416344400,"khaligraphjones","yes"
"16","2115_https://www.youtube.com/watch?v=Jx9aUor7Agw",36307.4705882353,8,34286,38076,296.419117647059,279,312,"Come Dada","https://www.youtube.com/watch?v=Jx9aUor7Agw","Idd Aziz Khaligraph Jones",1416171600,"khaligraphjones","yes"
"17","2309_https://www.youtube.com/watch?v=JiCZ5tEUISY",305307.492647059,17.625,304431,306212,1752.63970588235,1744,1760,"Ligi Soo remix","https://www.youtube.com/watch?v=JiCZ5tEUISY","King Kaka Chiwawa 
Femi One
Jay A 
Lyra Aoko
Maddtraxx 
Mejja 
Petra 
Raz 
Wangechi",1373662800,"kaka","yes"
"18","2634_https://www.youtube.com/watch?v=6BNACHyDeB4",70130.3823529412,2,69318,70901,0,0,0,"Si Siri","https://www.youtube.com/watch?v=6BNACHyDeB4","Jua Cali  Juliani",1343595600,"juliani","yes"
"19","2658_https://www.youtube.com/watch?v=wvMsRgkJDp4",4091.95588235294,41.3676470588235,3609,4507,76.9558823529412,72,82,"I Do It","https://www.youtube.com/watch?v=wvMsRgkJDp4","Juliani",1449954000,"juliani","no"
"20","2659_https://www.youtube.com/watch?v=p3EnDAgudXc",5511.10294117647,17.3455882352941,5103,5883,80.375,76,85,"Do Me For","https://www.youtube.com/watch?v=p3EnDAgudXc","Juliani",1445893200,"juliani","no"
"21","2660_https://www.youtube.com/watch?v=oKO4djkFjtQ",2018.03676470588,5.51470588235294,1922,2101,35.6911764705882,35,37,"Wezesha Dada Inua Jamii","https://www.youtube.com/watch?v=oKO4djkFjtQ","Juliani",1445202000,"juliani","no"
"22","2661_https://www.youtube.com/watch?v=E6Yv2R9a2jU",4803.30882352941,8.71323529411765,4556,5061,96.4779411764706,94,97,"Easy","https://www.youtube.com/watch?v=E6Yv2R9a2jU","Maluda  Juliani",1442782800,"juliani","yes"
"23","2662_https://www.youtube.com/watch?v=W3logYehvy0",7106.96323529412,10.4632352941176,6778,7551,124.514705882353,121,128,"Pararira","https://www.youtube.com/watch?v=W3logYehvy0","Juliani",1441314000,"juliani","no"
"24","2663_https://www.youtube.com/watch?v=0yyjCbbxjw0",14672.625,13.4632352941176,13407,15839,242.911764705882,232,253,"Jehovah","https://www.youtube.com/watch?v=0yyjCbbxjw0","Juliani",1437339600,"juliani","no"
"25","2664_https://www.youtube.com/watch?v=HGLwM1Uge3A",18444.7132352941,11.7352941176471,18166,18896,223.485294117647,222,227,"Masterpiece","https://www.youtube.com/watch?v=HGLwM1Uge3A","Juliani",1433365200,"juliani","no"
"26","2665_https://www.youtube.com/watch?v=2S5tSF9P6eM",37556.8970588235,17.0735294117647,36069,38936,473.691176470588,466,484,"One Day","https://www.youtube.com/watch?v=2S5tSF9P6eM","Juliani",1428958800,"juliani","no"
"27","2666_https://www.youtube.com/watch?v=ZVFOidOTHx0",8882.74264705882,1,8745,9012,29.4338235294118,28,31,"Utamu Wa Maisha","https://www.youtube.com/watch?v=ZVFOidOTHx0","Daddy Owen Juliani",1378674000,"juliani","yes"
"28","2667_https://www.youtube.com/watch?v=b16SPWnvjCk",865.625,0,840,894,5,5,5,"Nipe Makofi","https://www.youtube.com/watch?v=b16SPWnvjCk","Juliani Abbas",1370206800,"juliani","yes"
"29","2668_https://www.youtube.com/watch?v=0HvEq8Fuxko",3332.50735294118,0,3304,3353,19,19,19,"Live","https://www.youtube.com/watch?v=0HvEq8Fuxko","Malachi  Juliani 
Rufftone",1357678800,"juliani","yes"
"30","2669_https://www.youtube.com/watch?v=6BNACHyDeB4",70130.3823529412,2,69318,70901,0,0,0,"Si Siri","https://www.youtube.com/watch?v=6BNACHyDeB4","Jua Cali  Juliani",1343595600,"juliani","yes"
"31","2670_https://www.youtube.com/watch?v=NGSMp5Qc32U",3022.66911764706,0,3001,3038,8,8,8,"Pages Za Bible","https://www.youtube.com/watch?v=NGSMp5Qc32U","Alemba DJ Sadic
 Juliani",1335906000,"juliani","yes"
"32","2719_https://www.youtube.com/watch?v=XDty5suQEfk",25379.7720588235,3,24481,26259,158.647058823529,152,164,"Fly ","https://www.youtube.com/watch?v=XDty5suQEfk","Khaligraph Jones  K47 
Kristoff 
Roso",1397163600,"khaligraphjones","yes"
"33","2731_https://www.youtube.com/watch?v=ThFTGfx6ECU",25529.125,52.3308823529412,20891,30382,321.507352941176,283,360,"Give It To Me","https://www.youtube.com/watch?v=ThFTGfx6ECU","Kagwe  Mungai King Kaka",1443646800,"kaka","yes"
"34","2754_https://www.youtube.com/watch?v=NNHgOodaiBI",1113.77941176471,7.64705882352941,999,1251,21.4558823529412,21,23,"Free","https://www.youtube.com/watch?v=NNHgOodaiBI","Blessed Jo Kaka Chinizee
Vicky Pon Dis",1448917200,"kaka","yes"
"35","2806_https://www.youtube.com/watch?v=XtpPSugtX8A",98078.2279411765,18.0294117647059,96166,99698,768.352941176471,761,775,"Kafiri","https://www.youtube.com/watch?v=XtpPSugtX8A","King Kaka Kanana",1412110800,"kaka","yes"
"36","2807_https://www.youtube.com/watch?v=O1LGkGHm8ic",97544.5735294118,7,95137,99616,648.852941176471,635,665,"Ni Mapenzi","https://www.youtube.com/watch?v=O1LGkGHm8ic","King Kaka Kanana",1382648400,"kaka","yes"
"37","2808_https://www.youtube.com/watch?v=-e6rzgQrHeY",22567.4117647059,2,21557,23107,246.169117647059,235,250,"1963 [Unite Kenya]","https://www.youtube.com/watch?v=-e6rzgQrHeY","King Kaka Kanana 
Tim Rimbui",1382302800,"kaka","yes"
"38","3099_https://www.youtube.com/watch?v=EsWJCNn4VaE",79739.6764705882,725.838235294118,59384,97019,654.647058823529,523,751,"Hotter","https://www.youtube.com/watch?v=EsWJCNn4VaE","Wyre  Khaligraph Jones",1449781200,"khaligraphjones","yes"
"39","3100_https://www.youtube.com/watch?v=1DQ4f6G-aCA",85307.5220588235,524.875,43856,107024,1143.51470588235,937,1327,"Ruka","https://www.youtube.com/watch?v=1DQ4f6G-aCA","Phy  Khaligraph Jones 
King Kaka",1448744400,"kaka","yes"
"40","3100_https://www.youtube.com/watch?v=1DQ4f6G-aCA",85307.5220588235,524.875,43856,107024,1143.51470588235,937,1327,"Ruka","https://www.youtube.com/watch?v=1DQ4f6G-aCA","Phy  Khaligraph Jones 
King Kaka",1448744400,"khaligraphjones","yes"
"41","3101_https://www.youtube.com/watch?v=2Qze3MEBSss",3305.83088235294,13.1029411764706,3108,3519,100.808823529412,96,106,"Coming","https://www.youtube.com/watch?v=2Qze3MEBSss","Amza Cara Feral
Singa Babz
 Khaligraph Jones",1446930000,"khaligraphjones","yes"
"42","3102_https://www.youtube.com/watch?v=nPFgZxe199g",22905.875,57.4264705882353,20097,26164,143.588235294118,137,153,"Iz Vipi","https://www.youtube.com/watch?v=nPFgZxe199g","Calvo Mistari Khaligraph Jones 
UB",1444770000,"khaligraphjones","yes"
"43","3103_https://www.youtube.com/watch?v=f4ekDcr6IV8",3499.29411764706,7.91911764705882,3319,3652,87.8823529411765,86,90,"Starz Spell My Name Rmx ","https://www.youtube.com/watch?v=f4ekDcr6IV8","Young Morgan Khaligraph Jones",1444165200,"khaligraphjones","yes"
"44","3104_https://www.youtube.com/watch?v=BAodNRtKk2A",175198.845588235,315.522058823529,151973,196722,1483.15441176471,1321,1624,"Yego","https://www.youtube.com/watch?v=BAodNRtKk2A","Khaligraph Jones",1442782800,"khaligraphjones","no"
"45","3105_https://www.youtube.com/watch?v=PNEob_6n60s",11927.4264705882,20.5441176470588,11248,12529,255.669117647059,245,268,"Turn On The Lights","https://www.youtube.com/watch?v=PNEob_6n60s","Muthoni The Drummer Queen  Khaligraph Jones 
M.I",1442437200,"khaligraphjones","yes"
"46","3107_https://www.youtube.com/watch?v=Hqp7XXlFXDM",13951.9117647059,15.8161764705882,13094,14665,164.580882352941,160,166,"Have Mercy","https://www.youtube.com/watch?v=Hqp7XXlFXDM","Maluda  Khaligraph Jones",1439240400,"khaligraphjones","yes"
"47","3108_https://www.youtube.com/watch?v=GoVCyg_j8as",106984.566176471,105.080882352941,102752,110732,885.514705882353,853,917,"I Am King 'R.I.P Competition'","https://www.youtube.com/watch?v=GoVCyg_j8as","Khaligraph Jones",1437944400,"khaligraphjones","no"
"48","3109_https://www.youtube.com/watch?v=9CL1_RzGcwE",123195.625,84.75,111646,133363,1344.97058823529,1262,1407,"Open Doors (Ojuelegba Refix)","https://www.youtube.com/watch?v=9CL1_RzGcwE","Khaligraph Jones",1434315600,"khaligraphjones","no"
"49","3110_https://www.youtube.com/watch?v=dnAPrKugmAk",47039.25,23.2573529411765,44338,49013,395.132352941176,370,415,"Natesa","https://www.youtube.com/watch?v=dnAPrKugmAk","Khaligraph Jones  Sultan Wa Pwani",1430168400,"khaligraphjones","yes"
"50","3111_https://www.youtube.com/watch?v=uQymagSHJvM",1332.64705882353,0.808823529411765,1304,1365,15,15,15,"So Far So Good","https://www.youtube.com/watch?v=uQymagSHJvM","Sultan Wa Pwani  Khaligraph Jones",1427144400,"khaligraphjones","yes"
"51","3112_https://www.youtube.com/watch?v=WGG-rrgIn14",94304.0441176471,36.2058823529412,88920,99277,394.830882352941,378,410,"Imaginary Love","https://www.youtube.com/watch?v=WGG-rrgIn14","Otile Brown Khaligraph Jones",1426453200,"khaligraphjones","yes"
"52","3113_https://www.youtube.com/watch?v=TNphphyjS6Q",152447.404411765,51.6029411764706,147053,156899,649.448529411765,610,678,"Songea","https://www.youtube.com/watch?v=TNphphyjS6Q","Khaligraph Jones",1424379600,"khaligraphjones","no"
"53","3114_https://www.youtube.com/watch?v=hhEN2r3GM6E",35981.4264705882,10.5294117647059,35056,36814,132.279411764706,127,136,"Vitu Unadu","https://www.youtube.com/watch?v=hhEN2r3GM6E","Khaligraph Jones  Kristoff",1421874000,"khaligraphjones","yes"
"54","3115_https://www.youtube.com/watch?v=prLNVl4OS5E",9320.19117647059,2,7033,10710,87.6176470588235,72,94,"Hands In The Air","https://www.youtube.com/watch?v=prLNVl4OS5E","Khaligraph Jones Frobo 
Toti",1416344400,"khaligraphjones","yes"
"55","3116_https://www.youtube.com/watch?v=Jx9aUor7Agw",36307.1470588235,8,34286,38076,296.419117647059,279,312,"Come Dada","https://www.youtube.com/watch?v=Jx9aUor7Agw","Idd Aziz Khaligraph Jones",1416171600,"khaligraphjones","yes"
"56","3117_https://www.youtube.com/watch?v=xaWhWmkXrns",59740.1102941177,11.3897058823529,58050,61233,461.860294117647,449,470,"Embesha","https://www.youtube.com/watch?v=xaWhWmkXrns","Khaligraph Jones",1412888400,"khaligraphjones","no"
"57","3118_https://www.youtube.com/watch?v=-7OcGS6sV8E",152049.897058824,21.5955882352941,148162,156488,1092.38235294118,1060,1125,"Biashara","https://www.youtube.com/watch?v=-7OcGS6sV8E","STL  Khaligraph Jones 
Kristoff",1405544400,"khaligraphjones","yes"
"58","3119_https://www.youtube.com/watch?v=x9h_ygctnwA",177891.213235294,22.3529411764706,173477,182660,813.536764705882,797,828,"We be Happening Remix","https://www.youtube.com/watch?v=x9h_ygctnwA","Khaligraph Jones Kristoff 
Ulopa 
 Abbas 
Frasha 
Nessa 
Wyre",1402002000,"khaligraphjones","yes"
"59","3120_https://www.youtube.com/watch?v=XDty5suQEfk",25379.7867647059,3,24481,26259,158.647058823529,152,164,"Fly ","https://www.youtube.com/watch?v=XDty5suQEfk","Khaligraph Jones  K47 
Kristoff 
Roso",1397163600,"khaligraphjones","yes"
"60","3121_https://www.youtube.com/watch?v=qKHpSYtwliE",20097.3014705882,2,19805,20373,183.897058823529,180,188,"Kidosho [Abo Teri Mos]","https://www.youtube.com/watch?v=qKHpSYtwliE","Khaligraph Jones",1392238800,"khaligraphjones","no"
"61","3122_https://www.youtube.com/watch?v=GUAVN40sZx4",10930.2941176471,1,10832,11006,157.022058823529,157,158,"Dedication (we are one)","https://www.youtube.com/watch?v=GUAVN40sZx4","Khaligraph Jones",1380488400,"khaligraphjones","no"
"62","3123_https://www.youtube.com/watch?v=DtuPrDvprXI",45730.8161764706,2.08088235294118,45208,46250,298.801470588235,295,303,"Fuck Off","https://www.youtube.com/watch?v=DtuPrDvprXI","Khaligraph Jones",1369861200,"khaligraphjones","no"
"63","3124_https://www.youtube.com/watch?v=c1tvgCxXcGo",36559.6029411765,2,36315,36834,193.058823529412,192,195,"We Be Happening","https://www.youtube.com/watch?v=c1tvgCxXcGo","Khaligraph Jones",1366232400,"khaligraphjones","no"
"64","3157_https://www.youtube.com/watch?v=FSJxFh8-LLY",35266.25,332.669117647059,25982,42842,491.316176470588,418,544,"Ndio Kusema","https://www.youtube.com/watch?v=FSJxFh8-LLY","King Kaka Avril 
Femi One",1449867600,"kaka","yes"
"65","3158_https://www.youtube.com/watch?v=1DQ4f6G-aCA",85307.7794117647,524.860294117647,43856,107024,1143.51470588235,937,1327,"Ruka","https://www.youtube.com/watch?v=1DQ4f6G-aCA","Phy  Khaligraph Jones 
King Kaka",1448744400,"kaka","yes"
"66","3158_https://www.youtube.com/watch?v=1DQ4f6G-aCA",85307.7794117647,524.860294117647,43856,107024,1143.51470588235,937,1327,"Ruka","https://www.youtube.com/watch?v=1DQ4f6G-aCA","Phy  Khaligraph Jones 
King Kaka",1448744400,"khaligraphjones","yes"
"67","3159_https://www.youtube.com/watch?v=Emwi53zXoV4",108390.904411765,270.661764705882,91268,126359,878.529411764706,783,970,"Lini","https://www.youtube.com/watch?v=Emwi53zXoV4","King Kaka Rich  Mavoko",1444770000,"kaka","yes"
